Age,Attrition_rate,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,0,Non-Travel,177,Research & Development,8,1,Medical,1278,4,M,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0
21,1,Frequently,251,Research & Development,10,2,Life Sciences,1279,1,F,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2
46,0,Rarely,168,Sales,4,2,Marketing,1280,4,F,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8
34,0,Rarely,131,Sales,2,3,Marketing,1281,3,F,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2
51,0,Frequently,237,Sales,9,3,Life Sciences,1282,4,M,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10
59,0,Rarely,1429,Research & Development,18,4,Medical,1283,4,M,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4
34,0,Frequently,135,Research & Development,19,3,Medical,1285,3,F,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10
28,0,Frequently,791,Research & Development,1,4,Medical,1286,4,M,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2
44,0,Rarely,1199,Research & Development,4,2,Life Sciences,1288,3,M,92,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13
34,0,Frequently,648,Human Resources,11,3,Life Sciences,1289,3,M,56,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8
35,0,Rarely,735,Research & Development,6,1,Life Sciences,1291,3,M,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2
42,0,Rarely,603,Research & Development,7,4,Medical,1292,2,F,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0
43,0,Rarely,531,Sales,4,4,Marketing,1293,4,F,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17
36,0,Rarely,429,Research & Development,2,4,Life Sciences,1294,3,F,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12
44,1,Rarely,621,Research & Development,15,3,Medical,1295,1,F,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5
28,0,Frequently,193,Research & Development,2,3,Life Sciences,1296,4,M,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2
51,0,Frequently,968,Research & Development,6,2,Medical,1297,2,F,40,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7
30,0,Non-Travel,879,Research & Development,9,2,Medical,1298,3,F,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7
29,1,Rarely,806,Research & Development,7,3,Technical Degree,1299,2,F,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7
28,0,Rarely,640,Research & Development,1,3,Technical Degree,1301,4,M,84,3,1,Research Scientist,1,Single,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2
25,0,Rarely,266,Research & Development,1,3,Medical,1303,4,F,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1
32,0,Rarely,604,Sales,8,3,Medical,1304,3,M,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8
45,0,Frequently,364,Research & Development,25,3,Medical,1306,2,F,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0
39,0,Rarely,412,Research & Development,13,4,Medical,1307,3,F,94,2,4,Manager,2,Divorced,17123,17334,6,Yes,13,3,4,2,21,4,3,19,9,15,2
58,0,Rarely,848,Research & Development,23,4,Life Sciences,1308,1,M,88,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2
32,1,Rarely,1089,Research & Development,7,2,Life Sciences,1309,4,M,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1
39,1,Rarely,360,Research & Development,23,3,Medical,1310,3,M,93,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3
30,0,Rarely,1138,Research & Development,6,3,Technical Degree,1311,1,F,48,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7
36,0,Rarely,325,Research & Development,10,4,Technical Degree,1312,4,F,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7
46,0,Rarely,991,Human Resources,1,2,Life Sciences,1314,4,F,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7
28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1315,3,F,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5
50,0,Rarely,1322,Research & Development,28,3,Life Sciences,1317,4,F,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2
40,1,Rarely,299,Sales,25,4,Marketing,1318,4,M,57,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0
52,1,Rarely,1030,Sales,5,3,Life Sciences,1319,2,M,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7
30,0,Rarely,634,Research & Development,17,4,Medical,1321,2,F,95,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8
39,0,Rarely,524,Research & Development,18,2,Life Sciences,1322,1,M,32,3,2,Manufacturing Director,3,Single,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7
31,0,Non-Travel,587,Sales,2,4,Life Sciences,1324,4,F,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6
41,0,Non-Travel,256,Sales,10,2,Medical,1329,3,M,40,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9
31,1,Frequently,1060,Sales,1,3,Life Sciences,1331,4,F,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2
44,1,Rarely,935,Research & Development,3,3,Life Sciences,1333,1,M,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2
42,0,Non-Travel,495,Research & Development,2,1,Life Sciences,1334,3,M,37,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10
55,0,Rarely,282,Research & Development,2,2,Medical,1336,4,F,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11
56,0,Rarely,206,Human Resources,8,4,Life Sciences,1338,4,M,99,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7
40,0,Non-Travel,458,Research & Development,16,2,Life Sciences,1340,3,M,74,3,1,Research Scientist,3,Divorced,3544,8532,9,No,16,3,2,1,6,0,3,4,2,0,0
34,0,Rarely,943,Research & Development,9,3,Life Sciences,1344,4,M,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6
40,0,Rarely,523,Research & Development,2,3,Life Sciences,1346,3,M,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8
41,0,Frequently,1018,Sales,1,3,Marketing,1349,3,F,66,3,2,Sales Executive,1,Divorced,4103,4297,0,No,17,3,4,1,10,2,3,9,3,1,7
35,0,Frequently,482,Research & Development,4,4,Life Sciences,1350,3,M,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1
51,0,Rarely,770,Human Resources,5,3,Life Sciences,1352,3,M,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10
38,0,Rarely,1009,Sales,2,2,Life Sciences,1355,2,F,31,3,2,Sales Executive,1,Divorced,6893,19461,3,No,15,3,4,1,11,3,3,7,7,1,7
34,0,Rarely,507,Sales,15,2,Medical,1356,3,F,66,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6
25,0,Rarely,882,Research & Development,19,1,Medical,1358,4,M,67,3,1,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2
58,1,Rarely,601,Research & Development,7,4,Medical,1360,3,F,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9
40,0,Rarely,329,Research & Development,1,4,Life Sciences,1361,2,M,88,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3
36,0,Frequently,607,Sales,7,3,Marketing,1362,1,F,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13
48,0,Rarely,855,Research & Development,4,3,Life Sciences,1363,4,M,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8
27,0,Rarely,1291,Sales,11,3,Medical,1364,3,F,98,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0
51,0,Rarely,1405,Research & Development,11,2,Technical Degree,1367,4,F,82,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3
18,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,1368,4,F,97,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0
35,0,Rarely,817,Research & Development,1,3,Medical,1369,4,F,60,2,2,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0
27,0,Frequently,793,Sales,2,1,Life Sciences,1371,4,M,43,1,2,Sales Executive,4,Single,5071,20392,3,No,20,4,2,0,8,3,3,6,2,0,0
55,1,Rarely,267,Sales,13,4,Marketing,1372,1,M,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8
56,0,Rarely,1369,Research & Development,23,3,Life Sciences,1373,4,M,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9
34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1374,1,F,92,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0
40,0,Rarely,1202,Research & Development,2,1,Medical,1375,2,F,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8
34,0,Rarely,285,Research & Development,29,3,Medical,1377,2,M,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7
31,1,Frequently,703,Sales,2,3,Life Sciences,1379,3,F,90,2,1,Sales Representative,4,Single,2785,11882,7,No,14,3,3,0,3,3,4,1,0,0,0
35,1,Frequently,662,Sales,18,4,Marketing,1380,4,F,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2
38,0,Frequently,693,Research & Development,7,3,Life Sciences,1382,4,M,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3
34,0,Rarely,404,Research & Development,2,4,Technical Degree,1383,3,F,98,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11
28,0,Rarely,736,Sales,26,3,Life Sciences,1387,3,M,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4
31,1,Rarely,330,Research & Development,22,4,Medical,1389,4,M,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7
39,0,Rarely,1498,Sales,21,4,Life Sciences,1390,1,M,44,2,2,Sales Executive,4,Married,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4
51,0,Frequently,541,Sales,2,3,Marketing,1391,2,M,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2
41,0,Frequently,1200,Research & Development,22,3,Life Sciences,1392,4,F,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3
37,0,Rarely,1439,Research & Development,4,1,Life Sciences,1394,3,M,54,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3
33,0,Frequently,1111,Sales,5,1,Life Sciences,1395,2,M,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2
32,0,Rarely,499,Sales,2,1,Marketing,1396,3,M,36,3,2,Sales Executive,2,Married,4078,20497,0,Yes,13,3,1,3,4,3,2,3,2,1,2
39,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1397,3,M,71,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5
25,0,Rarely,1372,Sales,18,1,Life Sciences,1399,1,M,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2
52,0,Frequently,322,Research & Development,28,2,Medical,1401,4,F,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2
43,0,Rarely,930,Research & Development,6,3,Medical,1402,1,F,73,2,2,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8
27,0,Rarely,205,Sales,10,3,Marketing,1403,4,F,98,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4
27,1,Rarely,135,Research & Development,17,4,Life Sciences,1405,4,F,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7
26,0,Rarely,683,Research & Development,2,1,Medical,1407,1,M,36,2,1,Research Scientist,4,Single,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1
42,0,Rarely,1147,Human Resources,10,3,Human Resources,1408,3,F,31,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9
52,0,Rarely,258,Research & Development,8,4,Other,1409,3,F,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4
37,0,Rarely,1462,Research & Development,11,3,Medical,1411,1,F,94,3,1,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2
35,0,Frequently,200,Research & Development,18,2,Life Sciences,1412,3,M,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2
25,0,Rarely,949,Research & Development,1,3,Technical Degree,1415,1,M,81,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2
26,0,Rarely,652,Research & Development,7,3,Other,1417,3,M,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7
29,0,Rarely,332,Human Resources,17,3,Other,1419,2,M,51,2,3,Human Resources,1,Single,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9
49,1,Frequently,1475,Research & Development,28,2,Life Sciences,1420,1,M,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3
29,1,Frequently,337,Research & Development,14,1,Other,1421,3,F,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7
54,0,Rarely,971,Research & Development,1,3,Medical,1422,4,F,54,3,4,Research Director,4,Single,17328,5652,6,No,19,3,4,0,29,3,2,20,7,12,7
58,0,Rarely,1055,Research & Development,1,3,Medical,1423,4,F,76,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5
55,0,Rarely,1136,Research & Development,1,4,Medical,1424,2,M,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0
36,0,Rarely,1174,Sales,3,4,Marketing,1425,1,F,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1
31,1,Frequently,667,Sales,1,4,Life Sciences,1427,2,F,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0
30,0,Rarely,855,Sales,7,4,Marketing,1428,4,F,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2
31,0,Rarely,182,Research & Development,8,5,Life Sciences,1430,1,F,93,3,4,Research Director,2,Single,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0
34,0,Frequently,560,Research & Development,1,4,Other,1431,4,M,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3
31,1,Rarely,202,Research & Development,8,3,Life Sciences,1433,1,F,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0
27,0,Rarely,1377,Research & Development,11,1,Life Sciences,1434,2,M,91,3,1,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4
36,0,Rarely,172,Research & Development,4,4,Life Sciences,1435,1,M,37,2,2,Laboratory Technician,4,Single,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8
36,0,Rarely,329,Sales,16,4,Marketing,1436,3,F,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2
47,0,Rarely,465,Research & Development,1,3,Technical Degree,1438,1,M,74,3,1,Research Scientist,4,Married,3420,10205,7,No,12,3,3,1,17,2,2,6,5,1,2
25,1,Rarely,383,Sales,9,2,Life Sciences,1439,1,M,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2
37,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1440,3,M,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3
56,0,Rarely,1255,Research & Development,1,2,Life Sciences,1441,1,F,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0
47,0,Rarely,359,Research & Development,2,4,Medical,1443,1,F,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6
24,0,Rarely,1476,Sales,4,1,Medical,1445,4,F,42,3,2,Sales Executive,3,Married,4162,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3
32,0,Rarely,601,Sales,7,5,Marketing,1446,4,M,97,3,2,Sales Executive,4,Married,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3
34,0,Rarely,401,Research & Development,1,3,Life Sciences,1447,4,F,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2
41,0,Rarely,1283,Research & Development,5,5,Medical,1448,2,M,90,4,1,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3
40,0,Non-Travel,663,Research & Development,9,4,Other,1449,3,M,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7
31,0,Rarely,326,Sales,8,2,Life Sciences,1453,1,M,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9
46,1,Rarely,377,Sales,9,3,Marketing,1457,1,M,52,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3
39,1,Non-Travel,592,Research & Development,2,3,Life Sciences,1458,1,F,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0
31,1,Frequently,1445,Research & Development,1,5,Life Sciences,1459,3,F,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7
45,0,Rarely,1038,Research & Development,20,3,Medical,1460,2,M,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7
31,0,Rarely,1398,Human Resources,8,2,Medical,1461,4,F,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2
31,1,Frequently,523,Research & Development,2,3,Life Sciences,1464,2,M,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Yes,13,3,3,1,7,2,1,2,2,2,2
45,0,Rarely,1448,Research & Development,29,3,Technical Degree,1465,2,M,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,18,3,4,2,10,4,4,3,1,1,2
48,0,Rarely,1221,Sales,7,3,Marketing,1466,3,M,96,3,2,Sales Executive,1,Divorced,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2
34,1,Rarely,1107,Human Resources,9,4,Technical Degree,1467,1,F,52,3,1,Human Resources,3,Married,2742,3072,1,No,15,3,4,0,2,0,3,2,2,2,2
40,0,Non-Travel,218,Research & Development,8,1,Medical,1468,4,M,55,2,3,Research Director,2,Divorced,13757,25178,2,No,11,3,3,1,16,5,3,9,8,4,8
28,0,Rarely,866,Sales,5,3,Medical,1469,4,M,84,3,2,Sales Executive,1,Single,8463,23490,0,No,18,3,4,0,6,4,3,5,4,1,3
44,0,Non-Travel,981,Research & Development,5,3,Life Sciences,1471,3,M,90,2,1,Laboratory Technician,3,Single,3162,7973,3,No,14,3,4,0,7,5,3,5,2,0,3
53,0,Rarely,447,Research & Development,2,3,Medical,1472,4,M,39,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8
49,0,Rarely,1495,Research & Development,5,4,Technical Degree,1473,1,M,96,3,2,Healthcare Representative,3,Married,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2
40,0,Rarely,896,Research & Development,2,3,Medical,1474,3,M,68,3,1,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2
44,0,Rarely,1467,Research & Development,20,3,Life Sciences,1475,4,M,49,3,1,Research Scientist,2,Single,3420,21158,1,No,13,3,3,0,6,3,2,5,2,1,3
33,0,Frequently,430,Sales,7,3,Medical,1477,4,M,54,3,2,Sales Executive,1,Married,4373,17456,0,No,14,3,1,2,5,2,3,4,3,0,3
34,0,Rarely,1326,Sales,3,3,Other,1478,4,M,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12
30,0,Rarely,1358,Sales,16,1,Life Sciences,1479,4,M,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2
42,0,Frequently,748,Research & Development,9,2,Medical,1480,1,F,74,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8
44,0,Frequently,383,Sales,1,5,Marketing,1481,1,F,79,3,2,Sales Executive,3,Married,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,0
30,0,Non-Travel,990,Research & Development,7,3,Technical Degree,1482,3,M,64,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0
57,0,Rarely,405,Research & Development,1,2,Life Sciences,1483,2,M,93,4,2,Research Scientist,3,Married,4900,2721,0,No,24,4,1,1,13,2,2,12,9,2,8
49,0,Rarely,1490,Research & Development,7,4,Life Sciences,1484,3,M,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7
34,0,Frequently,829,Research & Development,15,3,Medical,1485,2,M,71,3,4,Research Director,1,Divorced,17007,11929,7,No,14,3,4,2,16,3,2,14,8,6,9
28,1,Frequently,1496,Sales,1,3,Technical Degree,1486,1,M,92,3,1,Sales Representative,3,Married,2909,15747,3,No,15,3,4,1,5,3,4,3,2,1,2
29,1,Frequently,115,Sales,13,3,Technical Degree,1487,1,F,51,3,2,Sales Executive,2,Single,5765,17485,5,No,11,3,1,0,7,4,1,5,3,0,0
34,1,Rarely,790,Sales,24,4,Medical,1489,1,F,40,2,2,Sales Executive,2,Single,4599,7815,0,Yes,23,4,3,0,16,2,4,15,9,10,10
35,0,Rarely,660,Sales,7,1,Life Sciences,1492,4,M,76,3,1,Sales Representative,3,Married,2404,16192,1,No,13,3,1,1,1,3,3,1,0,0,0
24,1,Frequently,381,Research & Development,9,3,Medical,1494,2,M,89,3,1,Laboratory Technician,1,Single,3172,16998,2,Yes,11,3,3,0,4,2,2,0,0,0,0
24,0,Non-Travel,830,Sales,13,2,Life Sciences,1495,4,F,78,3,1,Sales Representative,2,Married,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,0
44,0,Frequently,1193,Research & Development,2,1,Medical,1496,2,M,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2
29,0,Rarely,1246,Sales,19,3,Life Sciences,1497,3,M,77,2,2,Sales Executive,3,Divorced,8620,23757,1,No,14,3,3,2,10,3,3,10,7,0,4
30,0,Rarely,330,Human Resources,1,3,Life Sciences,1499,3,M,46,3,1,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3
55,0,Rarely,1229,Research & Development,4,4,Life Sciences,1501,4,M,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Yes,16,3,2,0,4,2,3,3,2,1,2
33,0,Rarely,1099,Research & Development,4,4,Medical,1502,1,F,82,2,1,Laboratory Technician,2,Married,3838,8192,8,No,11,3,4,0,8,5,3,5,4,0,2
47,0,Rarely,571,Sales,14,3,Medical,1503,3,F,78,3,2,Sales Executive,3,Married,4591,24200,3,Yes,17,3,3,1,11,4,2,5,4,1,2
28,1,Frequently,289,Research & Development,2,2,Medical,1504,3,M,38,2,1,Laboratory Technician,1,Single,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,0
28,0,Rarely,1423,Research & Development,1,3,Life Sciences,1506,1,M,72,2,1,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,0
28,0,Frequently,467,Sales,7,3,Life Sciences,1507,3,M,55,3,2,Sales Executive,1,Single,4898,11827,0,No,14,3,4,0,5,5,3,4,2,1,3
49,0,Rarely,271,Research & Development,3,2,Medical,1509,3,F,43,2,2,Laboratory Technician,1,Married,4789,23070,4,No,25,4,1,1,10,3,3,3,2,1,2
29,0,Frequently,410,Research & Development,2,1,Life Sciences,1513,4,F,97,3,1,Laboratory Technician,2,Married,3180,4668,0,No,13,3,3,3,4,3,3,3,2,0,2
28,0,Rarely,1083,Research & Development,29,1,Life Sciences,1514,3,M,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7
33,0,Rarely,516,Research & Development,8,5,Life Sciences,1515,4,M,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0
